,BIA,BIA Latitude,BIA Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
41,Wychwood (94),43.6769192679,-79.425514947,57acf896498e5988a81250aa,Lasa by Lamesa,43.68219624717089,-79.42325592041016,Filipino Restaurant
42,Wychwood (94),43.6769192679,-79.425514947,4bacc7b0f964a520b60b3be3,Alcoa Bakery,43.67466299701965,-79.43134683331517,Bakery
43,Wychwood (94),43.6769192679,-79.425514947,5ab5ab956a5950151bd1e7d6,Tim Hortons,43.682716,-79.42117,Coffee Shop
44,Wychwood (94),43.6769192679,-79.425514947,4ae4c52cf964a520f79d21e3,World Class Bakers,43.68160556861528,-79.42576614093647,Bakery
45,Wychwood (94),43.6769192679,-79.425514947,5a1a2d27ad17892423c678bb,Kay Pacha,43.68141,-79.427892,Peruvian Restaurant
46,Wychwood (94),43.6769192679,-79.425514947,4b09ae18f964a520851b23e3,Sobeys Dupont,43.670977,-79.427573,Grocery Store
47,Wychwood (94),43.6769192679,-79.425514947,526ee66b498ebb6651681650,Gourmet Gringos,43.680511474609375,-79.4173355102539,Latin American Restaurant
48,Wychwood (94),43.6769192679,-79.425514947,5250158311d25eb199ad07a5,Zaza Espresso Bar,43.68101373537676,-79.42887014515915,Coffee Shop
49,Wychwood (94),43.6769192679,-79.425514947,51f45806498e98bc583aaca6,Pizza e Pazzi Wychwood,43.68180770210691,-79.42553973370774,Italian Restaurant
50,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b4bc217f964a520a8a626e3,North Toronto Memorial Community Centre,43.706097953892986,-79.40433712056412,Gym
51,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4bcf38879854d13a7da3f54d,Eglinton Park,43.70743,-79.405359,Park
52,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ae65d5af964a520ada621e3,Burger Shack,43.70485530038984,-79.40606744008124,Burger Joint
53,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b3b85f2f964a520207525e3,DeSerres,43.70598785818894,-79.402233380613,Arts & Crafts Store
54,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c6c6c486af58cfae2ce8617,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
55,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ae86fb7f964a52053af21e3,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
56,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,51ce2935498e66d5290f45c9,Sake Bar Kushi,43.70492346730393,-79.40695373525546,Japanese Restaurant
57,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4af61b19f964a5203c0122e3,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
58,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad772faf964a520a70a21e3,The Keg Steakhouse + Bar - Yonge + Eglinton,43.70570154444578,-79.39790489107128,Restaurant
59,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c062f964a520fff720e3,Indigo,43.707749793230676,-79.39856484729582,Bookstore
60,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4efa4c786c25c411edcaf286,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
61,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aea4fd3f964a520f6ba21e3,DAVIDsTEA,43.70987001377416,-79.39875650937051,Tea Room
62,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,53aca702498e3bbe34efc1bb,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
63,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b6b758ff964a520270a2ce3,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
64,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,57fd61c0498e765c1fcb8dea,Cineplex VIP Yonge & Eglinton,43.706515446920825,-79.39894967345053,Movie Theater
65,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,573e4cf6498e5c51f2319149,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
66,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4af02c3bf964a520a7da21e3,Boom Breakfast & Co.,43.70574804800791,-79.4034815216249,Breakfast Spot
67,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,53865482498edb61054992bd,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
68,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad9c161f964a520a11a21e3,Starbucks,43.706859,-79.39695,Coffee Shop
69,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c061f964a520a2f720e3,Grazie Ristorante,43.70932882869532,-79.39882260781977,Italian Restaurant
70,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4d7e59ed95c1a143d8d2cff2,Kay Gardner Beltline Trail,43.700726252588964,-79.4101006611444,Trail
71,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,50c3aca0e4b08c3b596b19d7,Darbar,43.704863139986706,-79.40774649663494,Persian Restaurant
72,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4db867c77aba66aaf863283b,SXS Fitness Inc.,43.704774098682286,-79.40646629702496,Gym / Fitness Center
73,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4bf704e45efe2d7f6a376834,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
74,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5bdcf092cb3fd2002c311f71,Bar Buca,43.706961,-79.394808,Italian Restaurant
75,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5803b50738fa169524aca153,Loblaws,43.707244,-79.394701,Supermarket
76,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aecffb0f964a520a3cc21e3,La Vecchia Ristorante,43.710166725920814,-79.39908639249543,Italian Restaurant
77,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,517adc9be4b053371ec02d9e,Ritz Caribbean Food,43.706485581889645,-79.39976278634985,Caribbean Restaurant
78,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aecafe8f964a52048ca21e3,Pascale Gourmet Deli,43.7099150455182,-79.39906727489948,Deli / Bodega
79,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ae5077ef964a52018a021e3,St. Louis Bar & Grill,43.70156059631898,-79.3975579053515,Bar
80,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b7ef2b1f964a520980b30e3,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
81,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c062f964a520e0f720e3,Cineplex Cinemas,43.7074639404955,-79.39848424554106,Movie Theater
82,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b77f28ff964a520c6af2ee3,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
83,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,55e648c2498e05836b7febc5,Chipotle Mexican Grill,43.70815173828545,-79.3982778666589,Mexican Restaurant
84,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c54a7d21b46c9b6b7ccebce,Tokyo Sushi,43.704145677479275,-79.41063075217247,Sushi Restaurant
85,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5977834ba2a6ce21c60fe91e,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
86,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aee242ef964a52077d221e3,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
87,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,521e0c6c04939a8ad55d93d3,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
88,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,52c9eb15498e8c2d586fffea,Sip Wine Bar,43.709706559620166,-79.39855751580205,Wine Bar
89,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aec6b7df964a520e0c621e3,Starbucks,43.711039,-79.398924,Coffee Shop
90,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4aeb39caf964a520d6bf21e3,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
91,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4b8d59c1f964a52053f632e3,Cinnabon,43.70610397581247,-79.39868225423287,Bakery
92,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4baf7879f964a5206e023ce3,North Toronto Memorial Arena,43.7071229205969,-79.40466200931576,Skating Rink
93,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,589f58fbd0bb3e25a8e5a88a,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
94,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,55ea13ad498e98f062625d4f,Best Buy,43.71000147945975,-79.39952357682165,Electronics Store
95,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4c6fec0eb3ce224b581b72c6,Phipps Bakery Cafe,43.704116466227575,-79.41113522499343,Bakery
96,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ae24e96f964a5200e8d21e3,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
97,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,5abe3be1d3cce81e4407f9e5,Zezafoun Syrian Cuisine,43.702667,-79.39712,Syrian Restaurant
98,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ff75b7ee4b09036684f84cb,Rachel's Coffee House,43.70102127431561,-79.39702746087926,Café
99,Yonge-Eglinton (100),43.704689367700006,-79.4035901675,4ad4c05cf964a52004f620e3,Grano,43.701711544450895,-79.39731784785127,Italian Restaurant
100,Yonge-St.Clair (97),43.687858872,-79.3978707687,4adc5a0bf964a520d12b21e3,The Bagel House,43.68737388880937,-79.39369634343205,Bagel Shop
101,Yonge-St.Clair (97),43.687858872,-79.3978707687,526ecc2b498edb771548d405,DAVIDsTEA,43.6884205323381,-79.39438462257385,Tea Room
102,Yonge-St.Clair (97),43.687858872,-79.3978707687,5a67afb973fe2528841f60f3,The Market By Longo’s,43.686711,-79.399536,Supermarket
103,Yonge-St.Clair (97),43.687858872,-79.3978707687,55c78cef498ec4095e9fba41,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
104,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b15383bf964a52079a923e3,Capocaccia Café,43.68591480236428,-79.39330539038971,Italian Restaurant
105,Yonge-St.Clair (97),43.687858872,-79.3978707687,4be349d763609c7439e11bff,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
106,Yonge-St.Clair (97),43.687858872,-79.3978707687,5a119e738a6f175e860cac17,Mary Be Kitchen,43.687708,-79.395062,Restaurant
107,Yonge-St.Clair (97),43.687858872,-79.3978707687,4bee9a19e8c3c92897d89892,Vita Integrative Health Clinic,43.68949970008044,-79.39474412970407,Chiropractor
108,Yonge-St.Clair (97),43.687858872,-79.3978707687,52acedc011d2bf5586251c3c,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
109,Yonge-St.Clair (97),43.687858872,-79.3978707687,52b1e6a8498e43e8f94b4b25,9bars,43.68865967473641,-79.3919401630648,Café
110,Yonge-St.Clair (97),43.687858872,-79.3978707687,4af379edf964a52002ee21e3,Moksha Yoga Uptown,43.68879873115129,-79.39448444489447,Yoga Studio
111,Yonge-St.Clair (97),43.687858872,-79.3978707687,4f89f40ee4b0ab0c1b90e2c5,Waxon Waxbar,43.68282432653121,-79.39197051561601,Spa
112,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ad4c061f964a520a5f720e3,Scaramouche,43.681293153198716,-79.39949193939613,French Restaurant
113,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ade53eef964a5200c7521e3,Sushi Garden,43.68988255810127,-79.39490102169809,Sushi Restaurant
114,Yonge-St.Clair (97),43.687858872,-79.3978707687,52fbfe3411d22ddfbf78fe11,kibo sushi house,43.68272679006777,-79.39227003229884,Sushi Restaurant
115,Yonge-St.Clair (97),43.687858872,-79.3978707687,4beb62fa6295c9b6f7bd8708,Spiga,43.686392572989696,-79.3933537239149,Italian Restaurant
116,Yonge-St.Clair (97),43.687858872,-79.3978707687,4bca0140cc8cd13a00acbccf,Manipedi Spa,43.68262591427311,-79.39187908813057,Spa
117,Yonge-St.Clair (97),43.687858872,-79.3978707687,52c88ab711d22e372f645af6,Kwan Restaurant,43.688737166789785,-79.39435863931413,Cantonese Restaurant
118,Yonge-St.Clair (97),43.687858872,-79.3978707687,51ed6984498e310ecb40a46f,Aroma Espresso Bar,43.68714526310894,-79.39352053736978,Café
119,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b01f454f964a520cd4622e3,GoodLife Fitness,43.689617053158216,-79.39469469920937,Gym
120,Yonge-St.Clair (97),43.687858872,-79.3978707687,508046d819a95ab643d68731,Sunny Morning Breakfast & Lunch,43.68651181729649,-79.39350718774527,Breakfast Spot
121,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b59dc68f964a520949c28e3,Boccone Deli Cafe & Pizza,43.68642063905161,-79.39344268093778,Italian Restaurant
122,Yonge-St.Clair (97),43.687858872,-79.3978707687,5890f70e65be581749d7522e,nutbar,43.682810954698965,-79.39194466929969,Vegetarian / Vegan Restaurant
123,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b3e408ff964a5202f9a25e3,Hero Certified Burgers,43.687117820671794,-79.39355904327628,Burger Joint
124,Yonge-St.Clair (97),43.687858872,-79.3978707687,58b5b8b81174203467ef8f1b,Baklawa Queen,43.686734,-79.393558,Bakery
125,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ae71a7bf964a52071a821e3,Swiss Chalet,43.68956414569206,-79.39489933175645,Restaurant
126,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ae21c6ff964a520d38a21e3,GoodLife Fitness Toronto Yonge and St Clair,43.688484,-79.393781,Gym
127,Yonge-St.Clair (97),43.687858872,-79.3978707687,4aea3276f964a52019ba21e3,Sobeys Urban Fresh St. Clair,43.688479,-79.390769,Grocery Store
128,Yonge-St.Clair (97),43.687858872,-79.3978707687,5463a3b5498ea3c6bc10c713,Schnitzel HUB,43.687378678206514,-79.39368318065463,German Restaurant
129,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b7030a7f964a520d60a2de3,Shoppers Drug Mart,43.689255,-79.394496,Pharmacy
130,Yonge-St.Clair (97),43.687858872,-79.3978707687,4c336c1a7cc0c9b65bc4f19a,Toronto Suites,43.69352383954384,-79.39656906682094,Hotel
131,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b089cdbf964a520720f23e3,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub
132,Yonge-St.Clair (97),43.687858872,-79.3978707687,4bcb61d368f976b0e0f96083,Nove Trattoria,43.68679543165231,-79.39360906397091,Italian Restaurant
133,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ade2eeff964a520b07321e3,Starbucks,43.688467,-79.393801,Coffee Shop
134,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b0dc067f964a5206b4f23e3,New Thai Restaurant,43.68886917362422,-79.39116302160036,Thai Restaurant
135,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ae71ecef964a5209ea821e3,Subway,43.688901172019094,-79.39469890712178,Sandwich Place
136,Yonge-St.Clair (97),43.687858872,-79.3978707687,53fd3897498ea15f71e72ea9,Starbucks,43.686756,-79.398292,Coffee Shop
137,Yonge-St.Clair (97),43.687858872,-79.3978707687,5be9d391d41bb700391ae899,Loblaws St. Clair And Yonge,43.688569,-79.394034,Grocery Store
138,Yonge-St.Clair (97),43.687858872,-79.3978707687,4af5d177f964a52042fd21e3,Second Cup,43.688257261406534,-79.39377786984645,Coffee Shop
139,Yonge-St.Clair (97),43.687858872,-79.3978707687,590a0b5cda2e007acf8eb4a4,Tim Hortons,43.687682,-79.39684,Coffee Shop
140,Yonge-St.Clair (97),43.687858872,-79.3978707687,56998f0d498eb2bf8d10cd06,Barnsteiner's,43.685881,-79.39322,Modern European Restaurant
141,Yonge-St.Clair (97),43.687858872,-79.3978707687,4e246bdd45dd950bb042bdd4,Asahi Sushi,43.6826855655929,-79.39227015276622,Sushi Restaurant
142,Yonge-St.Clair (97),43.687858872,-79.3978707687,588d1d78a149261a47e1236d,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
143,Yonge-St.Clair (97),43.687858872,-79.3978707687,4fde3052e4b0e598b69e8209,Room 2046,43.68325613345997,-79.39217402739426,Gift Shop
144,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ae329b1f964a5201d9121e3,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar
145,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b69b8ddf964a52000b02be3,Suki Japanese Cuisine,43.68866817066987,-79.3918540007956,Japanese Restaurant
146,Yonge-St.Clair (97),43.687858872,-79.3978707687,4ad4c05cf964a5201af620e3,Scallywags,43.687981749962695,-79.39467568457059,Pub
147,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b70a0d0f964a52024262de3,Starbucks,43.686152,-79.392874,Coffee Shop
148,Yonge-St.Clair (97),43.687858872,-79.3978707687,4b4b8601f964a5201c9f26e3,Second Cup,43.689814161995294,-79.39481084620539,Coffee Shop
149,Yonge-St.Clair (97),43.687858872,-79.3978707687,4c02943e0d0e0f475549019a,Subway,43.6886981251478,-79.392031084113,Sandwich Place
150,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b0ecb01f964a5201b5b23e3,Harvey's,43.71533697302975,-79.45539587874885,Restaurant
151,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,52ae475e498e1d931502955d,Krystos,43.71851626753137,-79.45585522412502,Greek Restaurant
152,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b9580fef964a52044a634e3,Mary Brown's Famous Chicken,43.71830860417442,-79.45570632677568,Fried Chicken Joint
153,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b0dacf6f964a520b54d23e3,Marche Istanbul,43.71912892212775,-79.45763083788877,Grocery Store
154,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b5f1f11f964a52047a729e3,Yuki Japanese Restaurant,43.72060971477955,-79.45611946822187,Sushi Restaurant
155,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,558371db498eb7238b3505eb,Caffè Demetre,43.72017931839126,-79.45621855808365,Dessert Shop
156,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,55fc4738498ea821b8d881ae,The Burger's Priest,43.7207893797841,-79.45676631978057,Fast Food Restaurant
157,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4becbb0b0ddaa593c5041ec3,Burger King,43.714209646677354,-79.45639595389366,Fast Food Restaurant
158,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4be8263a947820a1a283b4db,TD Canada Trust,43.71664740474467,-79.4563113060031,Bank
159,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4af79aadf964a520070a22e3,Playtime Bowl,43.717426948485006,-79.4581475917178,Bowling Alley
160,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b16e8b6f964a52051bf23e3,Roots,43.71821373389962,-79.46389305304558,Boutique
161,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b12e300f964a520299023e3,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,Furniture / Home Store
162,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b9ed4aff964a520f30437e3,Dairy Queen,43.7100679,-79.4534411,Ice Cream Shop
163,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4d557ee1611aa35d9ab23539,Columbus Colombian Bakery (Panaderia Colombiana),43.709172692546765,-79.45333079398473,Latin American Restaurant
164,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b6f005af964a520f1d52ce3,Dollarama,43.720728,-79.457467,Discount Store
165,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4bf5b47594b2a593c623acee,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,Clothing Store
166,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4be35c5eb02ec9b64c644fc0,Red Lobster,43.718952,-79.456245,Seafood Restaurant
167,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4d7e2738564b8cfadb0bec64,Lady York Foods,43.709445370032775,-79.45297906087649,Grocery Store
168,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b06df4af964a520ebf122e3,Subway,43.71646929743055,-79.4548979060329,Sandwich Place
169,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4fd29768e4b008dc358830f5,Viet House,43.71832569840717,-79.45737310259787,Vietnamese Restaurant
170,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4e24384e22717a5245e621a4,Tim Hortons,43.71715541275592,-79.45657432079315,Coffee Shop
171,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4adc92e8f964a5206e2d21e3,Camarra's Pizzeria & Restaurant,43.708329,-79.453488,Pizza Place
172,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,5218128011d2f9bf38d27de8,Sugar & Spice,43.720714875348285,-79.45666046363836,Dessert Shop
173,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4e418f4f1f6e4d7545b7c976,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,Accessories Store
174,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4af3820ef964a5203dee21e3,Shoeless Joe's,43.718625360000004,-79.45599258,Restaurant
175,Yorkdale-Glen Park (31),43.714671529300006,-79.4571080738,4b008142f964a520fc3e22e3,Wendy’s,43.71299143087544,-79.46135383914225,Fast Food Restaurant
